station_code,station_name,state,zone
SSIA,Suisa,WB,SER
SSKA,Sisarka,UP,NR
SSKL,Suskal,GJ,
SSL,Sirsaul,UP,NCR
SSM,Sasaram,BR,ECR
SSN,Sason,OR,ECoR
SSNH,Sree Saradanagar Hal,KA,SWR
SSNR,Satsang Nagar Halt,JH,ER
SSNS,Shaheed Suraj Narayan Singh Halt,BR,ECR
SSP,Santoshpur,WB,ER
SSPD,Sadashivapet Road,AP,SCR
SSPH,Satish Samanta P.H.,WB,
SSPN,Sri Satya Sai Prasanthi Nilayam,AP,SWR
SSPR,Sadashibapur,OR,ECoR
SSR,Sareri,RJ,NWR
SSRD,Shasan Road,WB,ER
SSRH,Shasan Halt,BR,ECR
SSV,Sasvad Road,MH,CR
SSW,Sarsawa,UP,NR
SSZ,Sadda Singhwala,PB,NR
ST,Surat,GJ,WR
STA,Satna,MP,WCR
STB,Shantipur,WB,ER
STBJ,Sitabanji,OR,ECoR
STC,Santa Cruz,MH,WR
STD,Satrod,HR,NWR
STDR,Satadhar,GJ,WR
STE,Sagarkatte,KA,SWR
STF,Sikta,BR,ECR
STH,Sethal,UP,NER
STJT,Sathajagat,BR,ECR
STKT,Sasthamkotta,KL,SR
STL,Simultala,BR,ER
STLI,Sithouli,MP,NCR
STLR,Sitalpur,BR,ECR
STM,St Thomas Mount,TN,SR
STN,Sitarampur,WB,ER
STNL,Satnali,HR,NWR
STP,Sitapur,UP,NER
STPD,Sitaphalmandi,AP,SCR
STPM,Satya Narayanapuram,AP,SCR
STPT,Sitampet,AP,SCR
STR,Satara,MH,CR
STRC,Sataraoa,,
STRK,Sitapur Kutchery Halt,UP,NR
STSN,Shaitan Singh Nagar,RJ,NWR
STUR,Satulur,AP,SCR
STVA,Satyavada,AP,SCR
STW,Sahatwar,BR,NER
STZ,Satraon,UP,NER
SUA,Sardiha,WB,SER
SUBR,Subhagpur,UP,NER
SUC,Sunak,,
SUCH,Suchindram,TN,SR
SUD,Sudhani,BR,NFR
SUDV,Summadevi,AP,ECoR
SUH,Sulehalli,KA,SCR
SUIA,Suraincha,UP,NER
SUJ,Sarju,UP,NER
SUJH,Sujangarh,RJ,NWR
SUJR,Sujra,UP,NR
SUKP,Sukhpur,,
SUKU,Suku,OR,ECoR
SUL,Suladhal,KA,SWR
SULH,Sulhani,PB,NR
SUM,Summit,MH,CR
SUMR,Sumer,MP,WCR
SUNM,Sunamai Halt,UP,NR
SUNR,Surendranagar,GJ,WR
SUP,Srungavarapukota,AP,ECoR
SUPR,Surajpur,,
SUR,Solapur Junction,MH,CR
SURC,Sholapurcb,,
SURI,Siuri,WB,ER
SURL,Sureli,RJ,NWR
SURM,Solapur Jn.,,
SURP,Suratpura,RJ,NWR
SURR,Surera,RJ,NWR
SUT,Sutlana,RJ,NWR
SUU,Sulur Road,TN,SR
SUW,Sukhisewaniyan,MP,WCR
SUX,Sudiyur,TN,SR
SUZ,Subansiri,,
SV,Siwan Junction,BR,NER
SVA,Suwasra,MP,WCR
SVB,Savni,GJ,WR
SVC,Siwan Kachari,BR,NER
SVD,Sarwari,MH,SCR
SVDC,Sivadevunichkla,AP,SCR
SVDK,Shri Mata Vaishno Devi Katra,,
SVG,Sawalgi,KA,CR
SVGA,Sivaganga,TN,SR
SVGL,Shrivagilu,,
SVH,Sonadanga,WB,ER
SVHE,Sisvinhalli,KA,SWR
SVI,Sagarpali,UP,NER
SVJ,Sajiyavadar,,
SVJR,Shivajinagar,MH,CR
SVK,Sivarakottai,TN,SR
SVKD,Savarkundla,GJ,WR
SVKS,Sivakasi,TN,SR
SVL,Sevaliya,GJ,WR
SVM,Kuddchoddem,GA,SWR
SVN,Sivungaon,MH,SCR
SVNR,Savanur,KA,SWR
SVO,Sanvrad,RJ,NWR
SVPI,Shivpuri,MP,WCR
SVPM,Sri Venkateswarpalem,AP,SCR
SVPR,Srivilliputtur,TN,SR
SVQ,Sivok,WB,NFR
SVR,Sevvapet Road,TN,SR
SVRP,Shivanarayanpur,BR,ER
SVT,Shivpura,MP,WR
SVUR,Sevur,TN,SR
SVV,Srivaikuntam,TN,SR
SVW,Shivni Shivapur,MH,SCR
SVX,Savarda,MH,KR
SVZ,Sarai Harkhu,UP,NR
SW,Sehramau,UP,NER
SWA,Sahjanwa,UP,NER
SWAR,Sewar,RJ,WCR
SWC,Shivrampur,UP,NCR
SWD,Sanawad,MP,WR
SWDE,Siwaha,HR,NR
SWE,Siwaith,UP,NR
SWF,Sathin Road,RJ,NWR
SWG,Sidhwan,PB,NR
SWI,Swamimalai,TN,SR
SWJ,Siajuli,,
SWM,Sawai Madhopur Junction,RJ,WCR
SWMM,Sawaimdhopr Jn.,,
SWNI,Siwani,RJ,NWR
SWNR,Sewa Nagar,DL,NR
SWO,Sonwara,HP,NR
SWPR,Sewapuri,UP,NR
SWQ,Sangwi,MH,CR
SWR,Sonua,JH,SER
SWRT,Sahawar Town,UP,NER
SWS,Suwansa,UP,NR
SWV,Sawantwadi Road,MH,KR
SWW,Shahanagar Timarua,UP,NCR
SWX,Saidanwala,PB,NR
SXB,Sambre,KA,SWR
SXC,Sondalia,WB,ER
SXE,Sila Kheri Halt,HR,NR
SXF,Sobhapur,MP,WCR
SXK,Shahjahanpur Court,UP,NR
SXN,Sonakhan,OR,SER
SXP,Sankopara,WB,ER
SXR,Serndanur,TN,SR
SXS,Shobhasan,GJ,WR
SXT,Salem Town,TN,SR
SXV,Suku,,
SXW,Sanha,,
SXX,Salbari,WB,NFR
SY,Sirkazhi,TN,SR
SYA,Salaia,MP,WCR
SYC,Sarai Chandi,UP,NR
SYE,Sindewahi,MH,SECR
SYF,Semai,MP,NCR
SYH,Saiyedpur Bhitri,UP,NER
SYI,Singarenicolrs,,
SYJ,Saidraja,UP,ECR
SYK,Saidkhanpur,UP,NR
SYL,Salpura,RJ,WCR
SYM,Savalyapuram,AP,SCR
SYN,Sayan,GJ,WR
SYO,Siroliya,MP,WCR
SYQ,Sinhan,GJ,WR
SYU,Sarayan,UP,NER
SYW,Sindurwa,UP,NR
SYWN,Saiyid Sarawan,UP,NCR
SYZ,Sonai,UP,NER
SZ,Salawas,RJ,NWR
SZA,Sarotra Road,GJ,NWR
SZB,Sarona Cabin,CG,SECR
SZF,Satbahini,JH,ECR
SZH,Saonga Halt,MP,SECR
SZK,Sur Khand Ka Khera,RJ,NWR
SZM,Delhi Sabzi Mandi,DL,NR
SZN,Shahbaznagar,UP,NER
SZP,Shahjahanpur,UP,NER
SZR,Sarupathar,AS,NFR
SZV,Sivadi,TN,SWR
SZY,Silak Jhori,CG,ECoR
SZZ,Sabira,OR,SER
TA,Tanur,KL,SR
TAA,Tadla Pusapalli,AP,SCR
TABU,Talaburu,JH,SER
TADA,Tada,AP,SR
TAE,Tadali,MH,CR
TAK,Tarakeswar,WB,ER
TAKL,Takal,,
TAKU,Taku,MP,CR
TALA,Talla,WB,ER
TAM,Tilaivilagam,TN,SR
TAN,Tarana Road,MP,WR
TAO,Tamna,WB,SER
TAP,Tapang,OR,ECoR
TAPA,Tapa,PB,NR
TAR,Tharsa,MH,SECR
TAS,Thasra,GJ,WR
TAT,Tummanamgutta,AP,SCR
TATA,Tatanagar Junction,JH,SER
TATI,Tati,JH,SER
TAV,Talala Junction,GJ,WR
TAY,Talaiyuthu,TN,SR
TAZ,Targaon,MH,CR
TB,Tharbitia,BR,ECR
TBA,Timba Road,GJ,WR
TBAE,Tribeni,WB,ER
TBB,Tilbhita,JH,ER
TBD,Telibandha,CG,SECR
TBH,Tatibahar,,
TBL,Tarchhera Baraoliran,RJ,NCR
TBM,Tambaram,TN,SR
TBMS,Tambaram Sanatorium,TN,SR
TBN,Timarni,MP,WCR
TBT,Talbahat,MP,NCR
TBTN,Thana Bhawan Tn,UP,NR
TBV,Timbarva,GJ,WR
TBX,Tilbhum,TR,NFR
TCH,Tiruchchuli,,
TCL,Tyakal,KA,SWR
TCN,Tiruchendur,TN,SR
TCR,Thrissur City,KL,SR
TCT,Tiruchitrambalam,TN,SR
TDD,Tadepalligudem,AP,SCR
TDH,Tindharia,WB,NFR
TDK,Taduku,AP,SR
TDL,Tundla Junction,UP,NCR
TDLE,Tildanga,JH,ER
TDN,Tirupparangundram,TN,SR
TDO,Tanda Urmar,PB,NR
TDP,Todarpur,UP,NR
TDPM,Todikkapulam Halt,,SR
TDPR,Tirupadripulyur,TN,SR
TDR,Tiruvidaimaruthur,TN,SR
TDRS,Todaraisingh,,
TDU,Tandur,AP,SCR
TDV,Thondebhavi,KA,SWR
TDW,Tandwal,HR,NR
TEA,Taregna,BR,ECR
TEG,Tirbediganj,UP,NR
TEK,Tekkali Halt,AP,ECoR
TEL,Tenali Junction,AP,SCR
TELI,Teli,,
TELO,Telo,JH,ECR
TELY,Telia,BR,
TEN,Tirunelveli Junction,TN,SR
TENI,Teni,,
TEO,Teegaon,MP,CR
TEP,Tempa,MH,SECR
TER,Thair,MH,CR
TET,Tetulmari,JH,ECR
TETA,Telta,BR,NFR
TGA,Teghra,BR,ECR
TGB,Tangarbasuli,JH,SER
TGDE,Thangundi,KA,SCR
TGE,Thekeraguri,AS,NFR
TGH,Titagarh,WB,ER
TGL,Tuggali,AP,SCR
TGM,Tangarmunda,OR,SER
TGN,Talegaon,MH,CR
TGP,Tuljapur,MH,CR
TGQ,Tenganmada,CG,SECR
TGRL,Tangiriapal,OR,ECoR
TGT,Tinai Ghat,KA,SWR
TGU,Tarigoppula,AP,SCR
TH,Tinich,UP,NER
THA,Tehta,BR,ECR
THAN,Than Junction,GJ,WR
THB,Thana Bihpur Junction,BR,ECR
THBN,Thana Bhawan,UP,NR
THDR,Thandla Road,MP,WR
THE,Thawe Junction,BR,NER
THEA,Thalera,RJ,WCR
THJ,Talheri Buzurg,UP,NR
THK,Thakurli,MH,CR
THKU,Thallak,KA,SWR
THL,Tiruvalam,TN,SR
THM,Thalyat Hamira,RJ,NWR
THMR,Thathana Mithri,RJ,NWR
THN,Tolahunse,KA,SWR
THO,Tulin,JH,SER
THP,Taherpur,WB,ER
THPR,Tippapur,AP,SCR
THR,Thara,MP,NCR
THUR,Thuria,MP,WCR
THV,Therubali,OR,ECoR
THVM,Thivim,GA,KR
THW,Tharwai,UP,NR
THX,Tovalai,TN,SR
THY,Thadi,AP,SCR
THZI,Takazhi,KL,SR
TI,Tiruninravur,TN,SR
TIA,Tilaya,BR,ECR
TIBI,Tibi,RJ,NWR
TIC,Timmachipuram,TN,SR
TID,Tagdi,GJ,WR
TIG,Titlagarh,OR,ECoR
TIHU,Tihu,AS,NFR
TII,Tingrai,AS,NFR
TIK,Tik,,NR
TIL,Tilrath,BR,ECR
TIM,Timmanacherla,AP,SCR
TIP,Tattapparai,TN,SR
TIR,Tirur,KL,SR
TIS,Tatisilwai,JH,SER
TISI,Tisi,MH,WR
TIT,Talit,WB,ER
TIU,Tilaru,AP,ECoR
TIW,Tivari,RJ,NWR
TJ,Thanjavur Junction,TN,SR
TJA,Talaja,,
TJD,Tajpur Dehma,UP,NER
TJH,Tajgadh,GJ,WR
TJNR,Taj Nagar,HR,NR
TJP,Tajpur,MP,WR
TK,Tumkur,KA,SWR
TKA,Teharka,UP,NCR
TKB,Tupkadih,JH,SER
TKBG,Teka Bigha Halt,BR,ECR
TKBN,Tsakibanda,AP,SWR
TKC,Thakurkuchi,AS,NFR
TKD,Tuglakabad,DL,NR
TKE,Tarikere Junction,KA,SWR
TKF,Taki Road,WB,ER
TKG,Thakurganj,,
TKH,Thakurtola,OR,SER
TKHA,Takha,UP,NCR
TKHE,Takarkhede,MH,WR
TKI,Takli,MH,CR
TKJ,Tilak Bridge,DL,NR
TKKD,Tikekarwadi,,
TKLB,Takli Bhansali,MH,SECR
TKLE,Tikani,BR,ER
TKLN,Tarrakalan,MP,NCR
TKMY,Taklimiya,MH,CR
TKN,Tankuppa,BR,ECR
TKO,Takkolam,TN,SR
TKOT,Tokkottu,KA,SR
TKP,Takipur,WB,ER
TKPL,Tikirapal Halt,OR,SER
TKQ,Trikkarippur,KL,SR
TKR,Takari,MH,CR
TKRA,Tikra Ph,WB,
TKRI,Tikiri,OR,ECoR
TKRP,Tikauli Rawatpur,UP,NR
TKRU,Takhrau,UP,NCR
TKS,Tokisud,JH,ECR
TKT,Tikkotti,KL,SR
TKU,Tanakallu,AP,SCR
TKUR,Tappa Khajuria Halt,,
TKWD,Tikekarwadi,MH,CR
TKYR,Tikaria,MP,WCR
TL,Tiloniya,RJ,NWR
TLA,Titvala,MH,CR
TLAM,Tulsi Ashram,UP,ECR
TLC,Talchhapar,RJ,NWR
TLD,Tilda,CG,SECR
TLE,Talgaria,JH,SER
TLG,Tolly Ganj,WB,ER
TLGP,Talguppa,KA,SWR
TLGR,Tulsi Nagar,UP,NR
TLH,Tilhar,UP,NR
TLHD,Talcher Road,OR,ECoR
TLHR,Talcher,OR,ECoR
TLI,Tulwara Jhil,RJ,NWR
TLJ,Taljhari,JH,ER
TLKH,Talakhajuri,UP,NR
TLM,Trisulam,TN,SR
TLMD,Trilochan Mahdo,UP,NR
TLMG,Talmadugu,AP,
TLMR,Teliamura,TR,NFR
TLN,Talni,MH,CR
TLNH,Tilaunchi,UP,NCR
TLNR,Talanallur,TN,SR
TLO,Talandu,WB,ER
TLR,Tulsipur,UP,NER
TLRA,Talara,HP,NR
TLS,Bettahalsoor,KA,SWR
TLT,Tilati,MH,CR
TLU,Tarlupadu,AP,SCR
TLV,Talvadya,MP,WCR
TLWA,Thalwara,BR,ECR
TLX,Taldi,WB,ER
TLY,Thalassery,KL,SR
TLZ,Talavli,MP,WCR
TMA,Tamuria,BR,ECR
TMB,Temburu,AP,ECoR
TMC,Talamanchi,AP,SCR
TMD,Talmadla,AP,SCR
TME,Tuti Melur,TN,SR
TMH,Tin Mile Hat,WB,NFR
TMKA,Tomka,OR,ECoR
TML,Tenmalai,,
TMLP,Tirumalpur,TN,SR
TMLU,Tummalacheruvu,AP,SCR
TMP,Tamaraipadi,TN,SR
TMPM,Timmapuram,AP,SCR
TMPY,Tumboli,KL,SR
TMQ,Tirumangalam,TN,SR
TMR,Tumsar Road,MH,SECR
TMS,Tumsar Town,MH,SECR
TMT,Timtala,MH,CR
TMU,Tirumanthikunam,TN,SR
TMV,Tindivanam,TN,SR
TMVL,Tirumullaivayil,TN,SR
TMX,Timmapur,AP,SCR
TMZ,Tamluk,WB,SER
TN,Tuticorin,TN,SR
TNA,Thane,MH,CR
TNDE,Thanesar City,HR,NR
TNGI,Tungi Halt,BR,
TNGL,Toranagallu,KA,SWR
TNGM,Tondalagopavaram,AP,SCR
TNGR,Thonganur,TN,SR
TNH,Tinkheda,MH,CR
TNI,Tandarai,,
TNK,Tirunellikaval,TN,SR
TNKU,Tanuku,AP,SCR
TNL,Tangla,,
TNLR,Thondaimanallur,TN,SR
TNM,Tiruvannamalai,TN,SR
TNP,Tondiarpettai,TN,SR
TNR,Tanguturu,AP,SCR
TNRI,Teneri Halt,,
TNRU,Tenneru,AP,SCR
TNT,Tinnappatti,TN,SR
TNU,Tirunettur,KL,SR
TNUE,Tindauli,UP,NCR
TNW,Thapar Nagar,JH,ER
TNX,Tarak Nagar,WB,ER
TO,Tiruvalangadu,TN,SR
TOD,Talod,GJ,WR
TOI,Tamkuhi Road,,
TOK,Thokur,KA,KR
TOM,Tondamanpatti,TN,SR
TORA,Torniya,GJ,WR
TORI,Tori,JH,ECR
TOS,Tolasampatti,TN,
TOU,Telaprolu,AP,SCR
TP,Tiruchirappalli Fort,TN,SR
TPB,Trilokpur,UP,NER
TPC,Tiruppachetti,TN,SR
TPE,Tiruchirappalli Palakkarai,TN,SR
TPF,Tarapith Road,WB,ER
TPG,Tipling,,
TPH,Tinpahar Junction,JH,ER
TPJ,Tiruchirappalli Junction,TN,SR
TPK,Tipkai,AS,NFR
TPKR,Tikiapara,WB,SER
TPM,Totiyapalayam,TN,SR
TPN,Tapona,MH,CR
TPND,Taloja Panchand,MH,CR
TPNI,Tuiya Pani,MP,SECR
TPO,Tantpur,RJ,NCR
TPP,Toppur,TN,SWR
TPPI,Tipparthi,AP,SCR
TPQ,Topokal,CG,ECoR
TPT,Tiruppattur,TN,SR
TPTN,Tiruchirappalli Town,TN,SR
TPTY,Tirupati Main,AP,SCR
TPU,Tanakpur,UA,NER
TPW,Tirupati West Halt,AP,SCR
TPY,Tadakalpudi,AP,SCR
TPZ,Tapri,UP,NR
TQA,Takia,UP,NR
TQB,Tarangambadi,,
TQL,Theh Qalandar,PB,NR
TQM,Telam,,
TQN,Tikunia,UP,NER
TQR,Tektar,BR,ECR
TR,Taru,MH,SCR
TRA,Tangra,PB,NR
TRAH,Tarangahill,,
TRAN,Torang,WB,SER
TRB,Tiruverumbur,TN,SR
TRBE,Tarabari,AS,NFR
TRDI,Tirodi,MP,SECR
TRE,Tikri,UP,NER
TRG,Tarighat,UP,ECR
TRK,Tirukoilur,,
TRKR,Turekala Road,OR,ECoR
TRL,Tiruvallur,TN,SR
TRM,Tirunagesvaram,TN,SR
TRMN,Taramani,TN,SR
TRN,Taraon,UP,NER
TRO,Tirora,MH,SECR
TRPL,Tripal Halt,HP,NR
TRR,Taraori,HR,NR
TRS,Tarsarai,BR,ECR
TRSR,Tarsai,,
TRT,Tiruttani,TN,SR
TRTR,Thrippunithura,KL,SR
TRVL,Tiruvalla,KL,SR
TRVZ,Tiruvizha,KL,SR
TRW,Tarsod,MH,CR
TRWT,Taravata,MP,WCR
TRZ,Tolra,JH,ECR
TSA,Tisua,UP,NR
TSAH,Tata Sijua Halt,JH,SER
TSD,Tahsil Bhadra,RJ,NWR
TSF,Tahsil Fatehpur,UP,NER
TSI,Tenkasi Junction,TN,SR
TSK,Tinsukia Junction,AS,NFR
TSL,Taksal,HP,NR
TSR,Tsunduru,AP,SCR
TSS,Talli Saidasahu,PB,NR
TT,Titte,TN,SR
TTB,Titabar,AS,NFR
TTH,Tirumlaihlsoa,,
TTI,Turtipar,UP,NER
TTL,Tiruttangal,TN,SR
TTLA,Tetelia,AS,NFR
TTO,Tarntaran,,
TTP,Tiruturaipudi Junction,TN,SR
TTPT,Talcher Thermal,OR,
TTQ,Thathankulam,TN,SR
TTR,Tiptur,KA,SWR
TTU,Tettu,AP,SCR
TTW,Titwa,MP,SECR
TTZ,Tukaithad,MH,SCR
TU,Tadipatri,AP,SCR
TUA,Tirunnavaya,KL,SR
TUD,Talodhi Road,MH,SECR
TUG,Thalangai,TN,SR
TUL,Tiraldih,,SER
TUN,Tohana,HR,NR
TUNG,Tung,WB,NFR
TUNI,Tuni,AP,SCR
TUP,Tiruppur,TN,SR
TUR,Turki,BR,ECR
TUV,Tuvvur,KL,SR
TUVR,Turavur,KL,SR
TUWA,Tuwa,GJ,WR
TUX,Tunia,JH,SER
TUY,Thiruthuraiyur,TN,SR
TVC,Trivandrum Central,KL,SR
TVD,Adavali,,
TVF,Tiruvangur,,
TVG,Tavargatti,KA,SWR
TVI,Taradevi,HP,NR
TVL,Tadwal,MH,SWR
TVN,Tiruppuvanam,TN,SR
TVNL,Tiruvennainallur,TN,SR
TVP,Trivandrum Pettai,KL,SR
TVR,Thiruvarur Junction,TN,SR
TVS,Talaivasal,TN,SR
TVT,Tiruvottiyur,TN,SR
TWB,Talwandi,PB,NR
TWG,Twining Ganj,BR,ECR
TWL,Tilwara,RJ,NWR
TWV,Thuwavi,GJ,WR
TXD,Tyada,AP,ECoR
TXM,Tandavapura,KA,SWR
TY,Tulukapati,TN,SR
TYAE,Tenya,WB,ER
TYM,Tirumayam,TN,SR
TYMR,Tiruvanmiyur,TN,SR
TZD,Tozhuppedu,TN,SR
TZR,Turki Road,MP,WCR
TZTB,Tezpore,AS,NFR
UA,Upleta,GJ,WR
UAA,Uppala,KL,SR
UAM,Udagamandalam,TN,SR
UAR,Unawaaithor,,
UB,Uska Bazar,UP,NER
UBC,Ambala City,HR,NR
UBL,Hubli Junction,KA,SWR
UBN,Ubarni,UP,NR
UBR,Umbargam Road,GJ,WR
UCA,Uchana,HR,NR
UCB,Unchi Bassi,PB,NR
UCH,Unchaulia,UP,NR
UCP,Uchippuli,TN,SR
UCR,Unchahar Junction,UP,NR
UD,Udupi,KA,KR
UDGR,Udgir,MH,SCR
UDK,Udyan Kheri,MP,WCR
UDL,Andal Junction,WB,ER
UDM,Undasa Madhawpu,MP,WR
UDN,Udhna Junction,GJ,WR
UDR,Amdara,MP,WCR
UDS,Udasar,,
UDT,Udumalaippettai,,
UDX,Urdauli,,
UDZ,Udaipur City,RJ,NWR
UGD,Uppugunduru,AP,SCR
UGN,Ugaon,MH,CR
UGNA,Ugna Halt,BR,ECR
UGP,Ugarpur,UP,NCR
UGR,Ugar Khurd,KA,SWR
UGU,Ugu,UP,NR
UGWE,Ugwe,MH,SCR
UHL,Una Himachal,HP,NR
UHP,Udhampur,JK,NR
UHR,Unchhera,MP,WCR
UIH,Umaria Ispa Halt,MP,SECR
UJ,Ujalvav,GJ,WR
UJA,Unjha,GJ,WR
UJH,Ujhani,UP,NER
UJN,Ujjain Junction,MP,WR
UJP,Ujiarpur,BR,ECR
UKA,Ukhra,WB,ER
UKC,Uksi,MH,KR
UKD,Ulindakonda,AP,SCR
UKE,Uttarkathani,,
UKH,Ukhali,MH,SCR
UKL,Tiruppur Uthukuzhi,TN,SR
UKLR,Ukilerhat Halt,WB,ER
UKN,Uklana,HR,NR
UKR,Udalkachar,MP,SECR
UKV,Uttamarkovil,TN,SR
ULA,Umra Nala,MP,SECR
ULB,Ulubaria,WB,SER
ULD,Achalda,UP,NCR
ULG,Udalguri,,
ULL,Ullal,KA,SR
ULM,Urlam,AP,ECoR
ULN,Ulna Bhari,UP,NR
ULNR,Ulhasnagar,MH,CR
ULT,Kulti,WB,ER
ULU,Ulundurpet,TN,SR
UM,Umardashi,GJ,WR
UMB,Ambala Cantt. Junction,HR,NR
UMD,Osmanabad,MH,CR
UMED,Umed,RJ,NWR
UMG,Uttangal Mangalam,TN,SR
UMH,Umreth,GJ,WR
UMM,Umram,AP,SCR
UMN,Ambliyasan,GJ,WR
UMNR,Umeshnagar,BR,ECR
UMPD,Umarpada,GJ,WR
UMR,Umaria,MP,SECR
UMRA,Umra,RJ,NWR
UMRI,Umri,MH,SCR
UMS,Udramsar,RJ,NWR
UNA,Una,GJ,WR
UND,Unchdih,UP,NCR
UNDI,Undi,AP,SCR
UNI,Unai Vansada Road,GJ,WR
UNK,Unkal,KA,SWR
UNL,Unhel,MP,WR
UNLA,Unaula,UP,NER
UOI,Umroli,MH,WR
UPA,Uttarpara,WB,ER
UPD,Ulavapadu,AP,SCR
UPI,Uplai,MH,CR
UPL,Uppalur,AP,SCR
UPM,Urappakkam,TN,SR
UPR,Usmanpur,MH,SCR
UPW,Uppalavai,AP,SCR
UR,Umdanagar,AP,SCR
URD,Untare Road,JH,ECR
UREN,Uren,BR,ER
URG,Usargaon,,
URGA,Urga,CG,SECR
URI,Uruli,MH,CR
URK,Urkura,CG,SECR
URL,Unjalur,TN,SR
URMA,Urma,WB,SER
URN,Utran,GJ,WR
URP,Udairampur,WB,ER
URPR,Ugrasenpur,UP,NR
URR,Umred,MH,SECR
USD,Ukai Songadh,GJ,WR
USK,Usia Khas,BR,ECR
USL,Usalapur,CG,SECR
USLP,Usilampatti,,
USRA,Usra,GJ,WR
UTA,Umar Tali,UP,NR
UTD,Utarsanda,GJ,WR
UTL,Utarlai,RJ,NWR
UTN,Uttar Radhanagar Halt,WB,ER
UTP,Utripura,UP,NER
UTR,Utrahtia,UP,NR
UVD,Udvada,GJ,WR
UWNR,Udwant Nagar Halt,BR,ECR
VAA,Bhaga Junction,JH,SER
VAE,Vadali,GJ,WR
VAK,Varkala Sivagiri,KL,SR
VAL,Vadal,GJ,WR
VAN,Vadhvana,GJ,WR
VAPI,Vapi,GJ,WR
VAPM,Valapattanam,KL,SR
VAR,Vidya Nagar,AP,SCR
VARD,Vaikom Road,KL,SR
VASO,Vaso,GJ,WR
VAT,Vatlur,AP,SCR
VAY,Vayalar,KL,SR
VB,Villiyambakkam,TN,SR
VBL,Bobbili,AP,ECoR
VBN,Vallabhnagar,RJ,NWR
VBR,Vambori,MH,CR
VBW,Vaibhavwadi Road,MH,KR
VCN,Virochannagar,GJ,WR
VD,Vagdiya,GJ,WR
VDA,Vasad Junction,GJ,WR
VDD,Vendodu,AP,SCR
VDE,Vedayapalem,AP,SCR
VDG,Vadnagar,,
VDGN,Vadgaon Nila,MH,SCR
VDH,Vedchha,GJ,WR
VDI,Veldurti,AP,SCR
VDK,Vadakannikapurm,,
VDKS,Vadanam Kurussi Halt,KL,SR
VDL,Vaitheeswaran Koil,TN,SR
VDM,Vadamadura,TN,SR
VDN,Vadgaon,MH,CR
VDNP,Baijnath Andoli,BR,ECR
VDP,Vadippatti,TN,SR
VDR,Vandalur,TN,SR
VDS,Vidyasagar,JH,ER
VDV,Vadiya Devli,GJ,WR
VDY,Vedaranniyam,,
VEER,Veer,MH,KR
VEI,Velliyani,TN,SR
VEK,Vellarakkad,KL,SR
VEL,Vellanur,TN,SR
VELI,Trivandrum Veli,KL,SR
VEN,Verna,GA,KR
VEP,Velpuru Road,AP,SCR
VER,Vellur Halt,TN,SR
VEU,Veppampattu,TN,SR
VG,Viramgam Junction,GJ,WR
VGA,Vepagunta,AP,SR
VGE,Valappadi G Halt,TN,SR
VGI,Vangani,MH,CR
VGL,Vaghli,MH,CR
VGM,Vinnamangalam,TN,SR
VGN,Vangaon,MH,WR
VGT,Unguturu,AP,SCR
VHGN,Wihirgaon,MH,SCR
VI,Villianur,PY,SR
VID,Vilavade,MH,KR
VINH,Vinhere,MH,KR
VJ,Virinchipuram,TN,SR
VJA,Vejandla,AP,SCR
VJD,Vijpadi Road,GJ,WR
VJF,Vijapur,,
VJK,Vejalka,GJ,WR
VJM,Vyasarpadi Jeeva,TN,SR
VJP,Vijay Pur,MP,WCR
VJPJ,Vijaypur Jammu,JK,NR
VJR,Vijayanagar,MH,SWR
VK,Vikhroli,MH,CR
VKA,Verka Junction,PB,NR
VKB,Vikarabad Junction,AP,SCR
VKD,Bakhrabad,WB,SER
VKDH,Veer Kunwar Singh Dharauli Halt,,
VKG,Vavadi Khurd,GJ,WR
VKH,Vikhran,MH,WR
VKI,Venkatagiri,AP,SCR
VKL,Vankal,GJ,WR
VKM,Venkatesapuram,,
VKN,Vinukonda,AP,SCR
VKNR,Valmikinagar Road,BR,ECR
VKP,Varakalpattu,TN,SR
VKR,Venkatnagar,MP,SECR
VKT,Venkatachalam,AP,SCR
VKZ,Venkatanarasimha Rajuvaripeta,AP,SR
VL,Vilad,MH,CR
VLA,Bavla,GJ,WR
VLC,Velachha,GJ,WR
VLCY,Velachery,TN,SR
VLD,Vayalpad,AP,SCR
VLDE,Valadi,TN,SR
VLDI,Vithalwadi,MH,CR
VLDR,Valadar,GJ,WR
VLG,Vanigonda,AP,SCR
VLI,Vallikunnu,KL,SR
VLK,Villivakkam,TN,SR
VLL,Vellayil,KL,SR
VLN,Vilegaon,MH,CR
VLNK,Velankanni,TN,
VLP,Vile Parle,MH,WR
VLR,Vellore Cantt.,TN,SR
VLT,Valathoor,TN,SR
VLTR,Vadali Luter Road,GJ,WR
VLU,Vadalur,TN,SR
VLV,Vallivedu,AP,SCR
VLY,Valliyur,TN,SR
VLYN,Vallabhvdyangr,,
VM,Villupuram Junction,TN,SR
VMA,Vikramgarh Alot,MP,WCR
VMD,Vadlamannadu,AP,SCR
VMM,Valaramanikkam,TN,SR
VMP,Vallampadugai,TN,SR
VMU,Vemuru,AP,SCR
VN,Vaniyambadi,TN,SR
VNA,Varangaon,MH,CR
VNB,Vaniyambalam,KL,SR
VND,Vendra,AP,SCR
VNE,Viswanathchrli,,
VNG,Visnagar,,
